acc,region_id,start,end,region_length,overlap_fraction,d2o_label,n_regions_in_protein,cluster
Q13541,DP00028r022,5,118,114,0.14912280701754385,0,5,1114
Q13541,DP00028r038,109,118,10,1.0,1,5,1114
P04150,DP00030r001,77,262,186,0.0,0,4,293
P04150,DP00030r005,77,262,186,0.0,0,4,293
P04150,DP00030r009,181,244,64,0.0,0,4,293
P04150,DP00030r017,1,518,518,0.0,0,4,293
P10912,DP00033r001,270,370,101,0.0,0,4,407
P10912,DP00033r005,270,370,101,0.0,0,4,407
P10912,DP00033r009,361,620,260,0.0,0,4,407
P10912,DP00033r010,361,620,260,0.0,0,4,407
P17096,DP00040r003,1,107,107,0.2336448598130841,0,2,1131
P17096,DP00040r012,1,107,107,0.2336448598130841,0,2,1131
P78356,DP00054r001,1,33,33,0.0,0,3,703
P78356,DP00054r002,304,342,39,0.0,0,3,703
P78356,DP00054r003,373,390,18,0.0,0,3,703
P27694,DP00061r005,109,168,60,0.0,0,2,427
P27694,DP00061r007,105,180,76,0.0,0,2,427
P19793,DP00062r001,1,130,130,0.0,0,4,623
P19793,DP00062r002,1,130,130,0.0,0,4,623
P19793,DP00062r008,178,187,10,0.0,0,4,623
P19793,DP00062r013,169,189,21,0.0,0,4,623
P63027,DP00069r006,40,67,28,1.0,1,1,1118
P37840,DP00070r001,1,140,140,1.0,1,12,1086
P37840,DP00070r007,100,140,41,1.0,1,12,1086
P37840,DP00070r011,1,140,140,1.0,1,12,1086
P37840,DP00070r013,42,92,51,1.0,1,12,1086
P37840,DP00070r016,1,140,140,1.0,1,12,1086
P37840,DP00070r020,1,140,140,1.0,1,12,1086
P37840,DP00070r028,1,140,140,1.0,1,12,1086
P37840,DP00070r030,1,140,140,1.0,1,12,1086
P37840,DP00070r031,1,140,140,1.0,1,12,1086
P37840,DP00070r032,1,140,140,1.0,1,12,1086
P37840,DP00070r037,1,103,103,1.0,1,12,1086
P37840,DP00070r039,101,140,40,1.0,1,12,1086
Q8WZ42,DP00072r001,9880,12031,2152,0.0,0,2,0
Q8WZ42,DP00072r004,11045,11070,26,0.0,0,2,0
P04818,DP00073r001,1,25,25,0.0,0,4,838
P04818,DP00073r005,107,128,22,0.0,0,4,838
P04818,DP00073r010,1,27,27,0.0,0,4,838
P04818,DP00073r013,117,128,12,0.0,0,4,838
P03372,DP00074r001,1,184,184,1.0,1,5,450
P03372,DP00074r003,1,184,184,1.0,1,5,450
P03372,DP00074r005,214,236,23,0.0,0,5,450
P03372,DP00074r008,253,262,10,0.0,0,5,450
P03372,DP00074r012,287,305,19,1.0,1,5,450
P11387,DP00075r001,1,174,174,0.0,0,6,300
P11387,DP00075r002,652,696,45,0.0,0,6,300
P11387,DP00075r005,636,712,77,0.0,0,6,300
P11387,DP00075r007,175,214,40,0.0,0,6,300
P11387,DP00075r012,628,719,92,0.0,0,6,300
P11387,DP00075r013,1,174,174,0.0,0,6,300
P01100,DP00078r001,216,380,165,0.0,0,3,755
P01100,DP00078r002,216,380,165,0.0,0,3,755
P01100,DP00078r003,216,380,165,0.0,0,3,755
Q92731,DP00079r001,1,103,103,0.0,0,2,450
Q92731,DP00079r003,1,103,103,0.0,0,2,450
P61244,DP00084r007,1,14,14,0.0,0,4,1063
P61244,DP00084r008,1,21,21,0.0,0,4,1063
P61244,DP00084r010,103,160,58,0.0,0,4,1063
Q04206,DP00085r001,428,551,124,0.0,0,2,500
Q04206,DP00085r004,428,551,124,0.0,0,2,500
P04637,DP00086r008,1,12,12,1.0,1,16,408
P04637,DP00086r013,1,93,93,0.5053763440860215,1,16,408
P04637,DP00086r018,291,312,22,0.0,0,16,408
P04637,DP00086r024,1,93,93,0.5053763440860215,1,16,408
P04637,DP00086r071,1,73,73,0.6438356164383562,1,16,408
P04637,DP00086r072,1,73,73,0.6438356164383562,1,16,408
P04637,DP00086r075,20,46,27,1.0,1,16,408
P04637,DP00086r076,56,70,15,0.4666666666666667,0,16,408
P04637,DP00086r077,1,61,61,0.7704918032786885,1,16,408
P04637,DP00086r085,361,393,33,0.6666666666666666,1,16,408
P04637,DP00086r086,361,393,33,0.6666666666666666,1,16,408
P04637,DP00086r088,367,388,22,1.0,1,16,408
P04637,DP00086r089,1,93,93,0.5053763440860215,1,16,408
P04637,DP00086r090,1,93,93,0.5053763440860215,1,16,408
P04637,DP00086r091,1,93,93,0.5053763440860215,1,16,408
P04637,DP00086r092,1,93,93,0.5053763440860215,1,16,408
Q14722,DP00090r001,1,62,62,0.0,0,1,692
Q08209,DP00092r001,1,13,13,0.0,0,6,535
Q08209,DP00092r002,374,468,95,1.0,1,6,535
Q08209,DP00092r010,487,521,35,0.0,0,6,535
Q08209,DP00092r017,373,466,94,1.0,1,6,535
Q08209,DP00092r040,373,466,94,1.0,1,6,535
Q08209,DP00092r046,393,411,19,1.0,1,6,535
P50440,DP00099r001,38,63,26,0.0,0,1,685
P10163,DP00119r001,17,310,294,0.0,0,2,843
P10163,DP00119r003,17,310,294,0.0,0,2,843
P01730,DP00123r008,396,433,38,0.0,0,2,629
P01730,DP00123r014,372,395,24,1.0,1,2,629
P22531,DP00130r009,2,20,19,0.0,0,2,1160
P22531,DP00130r012,48,72,25,0.0,0,2,1160
Q06787,DP00134r001,281,422,142,0.0,0,4,410
Q06787,DP00134r009,444,632,189,0.07936507936507936,0,4,410
Q06787,DP00134r019,281,422,142,0.0,0,4,410
Q06787,DP00134r020,516,632,117,0.1282051282051282,0,4,410
P12272,DP00138r009,37,50,14,0.0,0,2,1039
P12272,DP00138r010,68,144,77,0.0,0,2,1039
O95405,DP00141r005,766,823,58,0.0,0,1,81
Q13426,DP00152r008,204,265,62,0.0,0,3,812
Q13426,DP00152r009,202,336,135,0.0,0,3,812
Q13426,DP00152r011,202,336,135,0.0,0,3,812
P01112,DP00153r021,170,189,20,0.0,0,1,995
P54725,DP00156r001,79,160,82,0.0,0,3,778
P54725,DP00156r003,201,231,31,0.0,0,3,778
P54725,DP00156r005,283,316,34,0.0,0,3,778
O75324,DP00162r001,34,60,27,0.0,0,1,1153
P19429,DP00166r004,192,210,19,0.0,0,4,985
P19429,DP00166r005,137,148,12,0.0,0,4,985
P19429,DP00166r009,1,40,40,0.0,0,4,985
P19429,DP00166r010,167,210,44,0.0,0,4,985
Q9NVS9,DP00168r001,1,48,48,0.0,0,1,909
P04049,DP00171r006,236,255,20,0.0,0,2,299
P04049,DP00171r007,238,254,17,0.0,0,2,299
O00273,DP00173r001,1,100,100,0.89,1,2,816
O00273,DP00173r005,1,100,100,0.89,1,2,816
Q9NQB0,DP00175r001,1,56,56,0.23214285714285715,0,4,425
Q9NQB0,DP00175r016,1,53,53,0.24528301886792453,0,4,425
Q9NQB0,DP00175r021,1,130,130,0.1,0,4,425
Q9NQB0,DP00175r029,26,39,14,0.0,0,4,425
Q9Y5B0,DP00177r001,879,944,66,0.0,0,4,186
Q9Y5B0,DP00177r006,879,961,83,0.20481927710843373,0,4,186
Q9Y5B0,DP00177r009,944,961,18,0.9444444444444444,1,4,186
Q9Y5B0,DP00177r010,950,961,12,1.0,1,4,186
P11473,DP00184r007,165,215,51,0.0,0,1,665
P20810,DP00196r001,137,277,141,0.0,0,4,347
P20810,DP00196r004,137,277,141,0.0,0,4,347
P20810,DP00196r007,137,277,141,0.0,0,4,347
P20810,DP00196r011,137,277,141,0.0,0,4,347
P20963,DP00200r001,49,164,116,0.0,0,2,1057
P20963,DP00200r002,49,164,116,0.0,0,2,1057
P10451,DP00214r001,1,314,314,0.0,0,3,835
P10451,DP00214r014,17,314,298,0.0,0,3,835
P10451,DP00214r017,17,314,298,0.0,0,3,835
O60927,DP00219r001,1,126,126,0.0,0,2,1105
O60927,DP00219r004,1,126,126,0.0,0,2,1105
P14635,DP00223r001,1,78,78,0.0,0,2,668
P14635,DP00223r004,1,78,78,0.0,0,2,668
P05455,DP00229r001,326,408,83,0.0,0,2,719
P05455,DP00229r004,326,408,83,0.0,0,2,719
Q14449,DP00230r001,361,435,75,1.0,1,1,510
P14859,DP00231r001,1,200,200,0.0,0,3,318
P14859,DP00231r004,1,200,200,0.0,0,3,318
P14859,DP00231r007,355,379,25,0.0,0,3,318
P02686,DP00236r001,134,304,171,0.09941520467836257,0,10,849
P02686,DP00236r005,215,231,17,1.0,1,10,849
P02686,DP00236r006,215,231,17,1.0,1,10,849
P02686,DP00236r008,215,231,17,1.0,1,10,849
P38398,DP00238r008,100,1649,1550,0.0,0,3,42
P38398,DP00238r009,100,1649,1550,0.0,0,3,42
P38398,DP00238r010,100,1649,1550,0.0,0,3,42
P35611,DP00240r001,430,737,308,0.0,0,3,325
P35611,DP00240r003,430,737,308,0.0,0,3,325
P35611,DP00240r004,430,737,308,0.0,0,3,325
P35612,DP00241r001,409,726,318,0.0,0,3,325
P35612,DP00241r005,409,726,318,0.0,0,3,325
P35612,DP00241r009,409,726,318,0.0,0,3,325
P23025,DP00243r001,166,179,14,0.0,0,3,891
P23025,DP00243r007,210,219,10,0.0,0,3,891
P23025,DP00243r008,1,101,101,0.0,0,3,891
P01106,DP00260r001,1,88,88,0.0,0,10,636
P01106,DP00260r004,1,167,167,0.0,0,10,636
P01106,DP00260r010,1,143,143,0.0,0,10,636
P01106,DP00260r016,1,88,88,0.0,0,10,636
P01106,DP00260r020,1,88,88,0.0,0,10,636
P01106,DP00260r022,1,88,88,0.0,0,10,636
P01106,DP00260r023,1,167,167,0.0,0,10,636
P01106,DP00260r028,402,412,11,0.0,0,10,636
P01106,DP00260r029,363,381,19,0.0,0,10,636
P01106,DP00260r030,353,439,87,0.0,0,10,636
Q16665,DP00262r001,530,698,169,0.0,0,9,262
Q16665,DP00262r002,530,698,169,0.0,0,9,262
Q16665,DP00262r003,530,698,169,0.0,0,9,262
Q16665,DP00262r004,403,603,201,0.0,0,9,262
Q16665,DP00262r005,403,603,201,0.0,0,9,262
Q16665,DP00262r006,776,826,51,0.27450980392156865,0,9,262
Q16665,DP00262r007,403,603,201,0.0,0,9,262
Q16665,DP00262r013,530,698,169,0.0,0,9,262
Q16665,DP00262r014,403,603,201,0.0,0,9,262
Q04656,DP00282r001,1125,1176,52,0.0,0,1,67
P40337,DP00287r004,1,59,59,0.0,0,7,978
P40337,DP00287r005,54,213,160,0.0,0,7,978
P40337,DP00287r006,54,213,160,0.0,0,7,978
P40337,DP00287r008,54,213,160,0.0,0,7,978
P40337,DP00287r009,54,213,160,0.0,0,7,978
P40337,DP00287r010,54,213,160,0.0,0,7,978
P40337,DP00287r011,54,213,160,0.0,0,7,978
P10415,DP00297r001,26,48,23,0.0,0,1,933
Q07817,DP00298r001,28,80,53,0.0,0,4,933
Q07817,DP00298r003,28,80,53,0.0,0,4,933
Q07817,DP00298r005,28,80,53,0.0,0,4,933
Q07817,DP00298r010,25,80,56,0.0,0,4,933
P31751,DP00304r001,298,310,13,0.0,0,6,598
P31751,DP00304r002,297,312,16,0.0,0,6,598
P31751,DP00304r003,442,460,19,0.0,0,6,598
P31751,DP00304r004,442,480,39,0.0,0,6,598
P31751,DP00304r005,441,481,41,0.0,0,6,598
P31751,DP00304r006,190,201,12,0.0,0,6,598
Q07108,DP00306r003,64,84,21,0.0,0,1,1008
P51946,DP00307r001,288,323,36,0.0,0,4,824
P51946,DP00307r002,1,10,10,0.0,0,4,824
P51946,DP00307r003,288,323,36,0.0,0,4,824
P51946,DP00307r004,1,10,10,0.0,0,4,824
P06132,DP00308r001,1,10,10,0.0,0,1,773
P00533,DP00309r002,985,1012,28,0.0,0,8,110
P00533,DP00309r003,989,1000,12,0.0,0,8,110
P00533,DP00309r004,668,1210,543,0.0,0,8,110
P00533,DP00309r005,668,1210,543,0.0,0,8,110
P00533,DP00309r006,668,1210,543,0.0,0,8,110
P00533,DP00309r007,668,1210,543,0.0,0,8,110
P00533,DP00309r008,668,1210,543,0.0,0,8,110
P00533,DP00309r009,668,1210,543,0.0,0,8,110
P62495,DP00310r001,333,342,10,0.0,0,5,663
P62495,DP00310r002,358,370,13,0.0,0,5,663
P62495,DP00310r003,423,437,15,0.0,0,5,663
P62495,DP00310r004,414,437,24,0.0,0,5,663
P62495,DP00310r005,329,372,44,0.0,0,5,663
P24071,DP00311r001,217,229,13,0.0,0,1,873
Q9UJY5,DP00314r001,166,189,24,0.0,0,3,405
Q9UJY5,DP00314r003,144,170,27,0.0,0,3,405
Q9UJY5,DP00314r004,303,326,24,0.0,0,3,405
O43464,DP00315r003,344,358,15,0.0,0,4,601
O43464,DP00315r004,280,292,13,0.0,0,4,601
O43464,DP00315r006,344,357,14,0.0,0,4,601
O43464,DP00315r008,345,358,14,0.0,0,4,601
O15350,DP00319r002,549,564,16,0.0,0,1,408
P05121,DP00320r001,355,370,16,0.0,0,2,728
P05121,DP00320r003,361,370,10,0.0,0,2,728
Q9UM07,DP00321r002,55,65,11,0.0,0,5,385
Q9UM07,DP00321r004,158,171,14,0.0,0,5,385
Q9UM07,DP00321r007,338,348,11,0.0,0,5,385
Q9UM07,DP00321r008,371,387,17,0.0,0,5,385
Q9UM07,DP00321r011,633,644,12,0.0,0,5,385
P11309,DP00322r001,14,31,18,0.0,0,1,839
O75469,DP00323r001,130,141,12,0.0,0,2,665
O75469,DP00323r002,178,197,20,0.0,0,2,665
P09651,DP00324r002,92,102,11,1.0,1,3,770
P09651,DP00324r006,182,196,15,0.0,0,3,770
P09651,DP00324r019,342,357,16,0.0,0,3,770
O14832,DP00327r001,31,42,12,0.0,0,3,808
O14832,DP00327r003,223,233,11,0.0,0,3,808
O14832,DP00327r004,303,318,16,0.0,0,3,808
P21815,DP00332r001,1,317,317,0.0,0,2,831
P21815,DP00332r011,258,317,60,0.0,0,2,831
P27797,DP00333r006,367,417,51,0.0,0,7,698
P27797,DP00333r007,367,417,51,0.0,0,7,698
P27797,DP00333r008,18,417,400,0.0,0,7,698
P27797,DP00333r009,18,307,290,0.0,0,7,698
P27797,DP00333r010,308,417,110,0.0,0,7,698
P27797,DP00333r011,18,417,400,0.0,0,7,698
P27797,DP00333r012,18,417,400,0.0,0,7,698
Q00987,DP00334r001,1,24,24,0.0,0,5,585
Q00987,DP00334r005,210,304,95,0.0,0,5,585
Q00987,DP00334r007,215,300,86,0.0,0,5,585
Q00987,DP00334r008,335,437,103,0.0,0,5,585
P16442,DP00339r001,179,194,16,0.0,0,1,789
Q9Y6Q9,DP00343r001,1018,1088,71,0.5774647887323944,1,2,82
Q9Y6Q9,DP00343r006,1018,1045,28,0.03571428571428571,0,2,82
Q99967,DP00356r001,220,270,51,0.7450980392156863,1,4,897
Q99967,DP00356r005,258,270,13,0.0,0,4,897
Q99967,DP00356r009,220,270,51,0.7450980392156863,1,4,897
Q99967,DP00356r011,220,257,38,1.0,1,4,897
P62328,DP00357r001,1,44,44,1.0,1,4,596
P62328,DP00357r005,17,44,28,1.0,1,4,596
P62328,DP00357r008,1,44,44,1.0,1,4,596
P62328,DP00357r011,1,44,44,1.0,1,4,596
Q15185,DP00358r001,123,160,38,0.0,0,1,1064
Q16222,DP00363r001,454,470,17,0.0,0,2,531
Q15382,DP00364r005,171,181,11,1.0,1,1,1029
Q9NR00,DP00372r001,1,106,106,0.0,0,2,1134
Q9NR00,DP00372r002,1,106,106,0.0,0,2,1134
P08047,DP00378r001,342,488,147,0.0,0,9,290
P08047,DP00378r002,342,488,147,0.0,0,9,290
P08047,DP00378r005,342,488,147,0.0,0,9,290
P08047,DP00378r006,153,215,63,0.0,0,9,290
P08047,DP00378r007,153,215,63,0.0,0,9,290
P08047,DP00378r008,153,215,63,0.0,0,9,290
P08047,DP00378r010,349,495,147,0.0,0,9,290
P08047,DP00378r012,349,495,147,0.0,0,9,290
P08047,DP00378r013,349,495,147,0.0,0,9,290
P35869,DP00381r001,545,713,169,0.0,0,3,250
P35869,DP00381r005,545,713,169,0.0,0,3,250
P35869,DP00381r009,545,713,169,0.0,0,3,250
P49841,DP00385r003,1,34,34,0.0,0,3,688
P49841,DP00385r004,386,420,35,0.0,0,3,688
P49841,DP00385r005,285,300,16,1.0,1,3,688
Q09161,DP00392r001,1,26,26,0.0,0,3,286
Q09161,DP00392r005,671,684,14,0.0,0,3,286
Q09161,DP00392r006,527,537,11,0.0,0,3,286
P52298,DP00393r001,1,21,21,0.0,0,3,1067
P52298,DP00393r002,121,156,36,0.0,0,3,1067
P52298,DP00393r003,22,37,16,0.0,0,3,1067
O00204,DP00404r001,13,26,14,0.0,0,3,775
P78504,DP00418r001,1094,1218,125,0.0,0,4,119
P78504,DP00418r005,1094,1218,125,0.0,0,4,119
P78504,DP00418r009,1094,1218,125,0.0,0,4,119
P78504,DP00418r013,1094,1218,125,0.0,0,4,119
Q96T21,DP00420r001,1,600,600,0.0,0,2,246
Q96T21,DP00420r004,776,854,79,0.0,0,2,246
P53350,DP00428r007,495,506,12,1.0,1,2,439
P53350,DP00428r008,489,506,18,1.0,1,2,439
P43351,DP00437r001,1,23,23,0.0,0,1,696
Q14191,DP00443r013,1064,1092,29,0.0,0,1,79
P02511,DP00445r005,153,175,23,0.0,0,3,997
P02511,DP00445r006,166,175,10,0.0,0,3,997
P02511,DP00445r008,151,175,25,0.0,0,3,997
Q9Y613,DP00448r001,1104,1164,61,1.0,1,2,127
Q9Y613,DP00448r004,1104,1164,61,1.0,1,2,127
Q9Y3D6,DP00457r002,121,145,25,0.0,0,1,1070
P04156,DP00466r003,23,124,102,1.0,1,1,914
P25963,DP00468r001,1,66,66,0.0,0,2,832
P25963,DP00468r002,276,317,42,0.0,0,2,832
P50542,DP00472r001,1,324,324,0.037037037037037035,0,8,403
P50542,DP00472r004,1,324,324,0.037037037037037035,0,8,403
P50542,DP00472r007,1,324,324,0.037037037037037035,0,8,403
P50542,DP00472r010,1,324,324,0.037037037037037035,0,8,403
P50542,DP00472r014,1,110,110,0.10909090909090909,0,8,403
P50542,DP00472r022,1,100,100,0.12,0,8,403
P50542,DP00472r023,1,197,197,0.06091370558375635,0,8,403
P50542,DP00472r024,1,268,268,0.04477611940298507,0,8,403
Q49AN0,DP00473r001,490,593,104,1.0,1,3,452
Q49AN0,DP00473r004,490,593,104,1.0,1,3,452
Q49AN0,DP00473r007,490,593,104,1.0,1,3,452
Q9UBE0,DP00485r001,178,203,26,0.0,0,8,800
Q9UBE0,DP00485r013,1,24,24,0.0,0,8,800
Q9UBE0,DP00485r015,9,24,16,0.0,0,8,800
Q9UBE0,DP00485r016,181,204,24,0.0,0,8,800
Q9UBE0,DP00485r017,184,203,20,0.0,0,8,800
Q9UBE0,DP00485r018,270,294,25,0.0,0,8,800
Q9UBE0,DP00485r019,222,235,14,0.0,0,8,800
Q9UBE0,DP00485r020,176,208,33,0.0,0,8,800
Q9UBT2,DP00486r001,291,304,14,0.0,0,8,402
Q9UBT2,DP00486r002,551,640,90,0.36666666666666664,0,8,402
Q9UBT2,DP00486r003,219,237,19,0.0,0,8,402
Q9UBT2,DP00486r004,198,239,42,0.0,0,8,402
Q9UBT2,DP00486r005,218,234,17,0.0,0,8,402
Q9UBT2,DP00486r006,549,607,59,0.0,0,8,402
Q9UBT2,DP00486r008,198,217,20,0.0,0,8,402
Q9UBT2,DP00486r011,608,640,33,1.0,1,8,402
P10275,DP00492r001,142,485,344,1.0,1,14,203
P10275,DP00492r006,142,485,344,1.0,1,14,203
P10275,DP00492r018,142,485,344,1.0,1,14,203
P10275,DP00492r023,142,485,344,1.0,1,14,203
P10275,DP00492r024,142,485,344,1.0,1,14,203
P10275,DP00492r025,142,485,344,1.0,1,14,203
P10275,DP00492r026,142,448,307,1.0,1,14,203
P10275,DP00492r027,330,448,119,1.0,1,14,203
P10275,DP00492r029,142,485,344,1.0,1,14,203
P10275,DP00492r030,144,450,307,1.0,1,14,203
P10275,DP00492r037,1,537,537,0.6405959031657356,1,14,203
P10275,DP00492r038,1,537,537,0.6405959031657356,1,14,203
P10275,DP00492r039,1,537,537,0.6405959031657356,1,14,203
P10275,DP00492r040,1,537,537,0.6405959031657356,1,14,203
P04234,DP00505r002,127,171,45,0.0,0,3,1033
P04234,DP00505r006,130,171,42,0.0,0,3,1033
P04234,DP00505r007,1,21,21,0.0,0,3,1033
P07766,DP00506r001,1,11,11,0.0,0,4,992
P07766,DP00506r002,153,207,55,0.0,0,4,992
P07766,DP00506r006,1,32,32,0.0,0,4,992
P07766,DP00506r007,157,207,51,0.0,0,4,992
P09693,DP00508r005,139,182,44,0.0,0,3,1033
P09693,DP00508r006,1,23,23,0.0,0,3,1033
P09693,DP00508r007,139,182,44,0.0,0,3,1033
P30273,DP00509r001,40,60,21,0.0,0,1,1154
O60356,DP00510r001,1,82,82,0.0,0,6,1148
O60356,DP00510r005,1,82,82,0.0,0,6,1148
O60356,DP00510r009,1,82,82,0.0,0,6,1148
O60356,DP00510r010,1,82,82,0.0,0,6,1148
O60356,DP00510r011,1,82,82,0.0,0,6,1148
O60356,DP00510r012,1,82,82,0.0,0,6,1148
P52179,DP00517r001,836,931,96,0.0,0,2,54
P52179,DP00517r004,836,931,96,0.0,0,2,54
P25054,DP00519r001,1362,1745,384,0.06510416666666667,0,7,11
P25054,DP00519r003,1362,1745,384,0.06510416666666667,0,7,11
P25054,DP00519r009,2781,2819,39,0.7692307692307693,1,7,11
P25054,DP00519r014,1202,1551,350,0.07142857142857142,0,7,11
P25054,DP00519r015,1202,1551,350,0.07142857142857142,0,7,11
P25054,DP00519r016,1202,1551,350,0.07142857142857142,0,7,11
P25054,DP00519r017,1202,1551,350,0.07142857142857142,0,7,11
Q969F2,DP00520r001,1,217,217,0.0,0,2,642
Q969F2,DP00520r005,1,217,217,0.0,0,2,642
O95997,DP00521r001,1,202,202,1.0,1,3,1002
O95997,DP00521r006,1,202,202,1.0,1,3,1002
O95997,DP00521r011,1,202,202,1.0,1,3,1002
O43236,DP00537r001,1,119,119,0.0,0,5,174
O43236,DP00537r002,1,119,119,0.0,0,5,174
O43236,DP00537r003,1,119,119,0.0,0,5,174
P51608,DP00539r001,1,75,75,0.0,0,8,590
P51608,DP00539r004,207,310,104,1.0,1,8,590
P51608,DP00539r007,165,210,46,1.0,1,8,590
P51608,DP00539r009,335,486,152,0.0,0,8,590
P51608,DP00539r010,261,330,70,0.7142857142857143,1,8,590
P51608,DP00539r013,335,355,21,0.0,0,8,590
P51608,DP00539r014,165,210,46,1.0,1,8,590
P51608,DP00539r015,293,310,18,1.0,1,8,590
Q14061,DP00543r001,1,29,29,0.1724137931034483,0,9,1163
Q14061,DP00543r005,1,17,17,0.0,0,9,1163
Q14061,DP00543r014,1,63,63,0.6190476190476191,1,9,1163
Q14061,DP00543r016,25,60,36,1.0,1,9,1163
Q14061,DP00543r018,1,63,63,0.6190476190476191,1,9,1163
Q14061,DP00543r019,25,60,36,1.0,1,9,1163
Q14061,DP00543r021,1,63,63,0.6190476190476191,1,9,1163
Q14061,DP00543r022,25,63,39,1.0,1,9,1163
Q14061,DP00543r024,1,63,63,0.6190476190476191,1,9,1163
Q9NX55,DP00546r001,1,121,121,0.0,0,3,1113
Q9NX55,DP00546r005,1,121,121,0.0,0,3,1113
Q9NX55,DP00546r008,1,121,121,0.0,0,3,1113
O00488,DP00549r001,1,35,35,0.0,0,3,1092
O00488,DP00549r002,36,77,42,0.0,0,3,1092
O00488,DP00549r005,78,116,39,0.0,0,3,1092
P16860,DP00551r001,1,77,77,0.0,0,3,1095
P16860,DP00551r002,1,77,77,0.0,0,3,1095
P16860,DP00551r003,1,77,77,0.0,0,3,1095
Q9NZ94,DP00553r001,731,848,118,0.0,0,10,251
Q9NZ94,DP00553r004,731,848,118,0.0,0,10,251
Q9NZ94,DP00553r007,731,848,118,0.0,0,10,251
Q9NZ94,DP00553r010,731,848,118,0.0,0,10,251
Q9NZ94,DP00553r013,731,848,118,0.0,0,10,251
Q9NZ94,DP00553r016,731,848,118,0.0,0,10,251
Q9NZ94,DP00553r019,731,848,118,0.0,0,10,251
Q9NZ94,DP00553r022,731,848,118,0.0,0,10,251
Q9NZ94,DP00553r023,731,848,118,0.0,0,10,251
Q9NZ94,DP00553r024,731,848,118,0.0,0,10,251
Q9C000,DP00554r001,31,50,20,0.0,0,1,75
Q16143,DP00555r001,1,134,134,0.0,0,1,1086
P49354,DP00558r001,368,379,12,0.0,0,2,759
P49354,DP00558r002,1,54,54,0.0,0,2,759
Q9Y296,DP00562r002,11,25,15,0.0,0,1,969
P63098,DP00565r001,1,14,14,0.0,0,2,1051
P63098,DP00565r003,158,169,12,0.0,0,2,1051
P09132,DP00570r001,1,144,144,0.0,0,1,1080
P54252,DP00576r004,174,361,188,0.0,0,7,783
P54252,DP00576r005,174,361,188,0.0,0,7,783
P54252,DP00576r006,182,291,110,0.0,0,7,783
P54252,DP00576r007,182,291,110,0.0,0,7,783
P54252,DP00576r008,194,361,168,0.0,0,7,783
P54252,DP00576r010,224,348,125,0.0,0,7,783
P54252,DP00576r011,262,361,100,0.0,0,7,783
P11233,DP00581r006,187,203,17,0.0,0,2,995
P11233,DP00581r011,1,10,10,0.0,0,2,995
P48539,DP00592r001,1,62,62,0.0,0,2,1165
P48539,DP00592r003,1,62,62,0.0,0,2,1165
